Population,Matriline,Plant,PlantingBlock,Tube,NumOvules,NumLongStamens,NumShortStamens,Notes
HOR,2,B,1,2,22,4,1,
HOR,2,B,1,3,.,4,0,disintegrating
HOR,2,B,1,3,.,4,2,disintegrating
HOR,2,C,2,1,43,4,2,disintegrating
HOR,2,C,2,1,47,4,2,disintegrating
HOR,2,C,2,2,45,4,2,disintegrating
HOR,2,C,2,2,52,4,2,disintegrating
HOR,2,C,2,3,39,4,2,disintegrating
HOR,2,C,2,3,42,4,1,disintegrating
HOR,4,A,1,1,32,4,2,Parts falling off
HOR,4,A,1,1,35,4,2,
HOR,4,B,1,1,40,4,2,
HOR,4,B,1,1,42,4,2,
HOR,4,B,1,2,44,4,2,
HOR,4,B,1,3,32,4,2,
HOR,4,B,1,3,34,4,2,
HOR,5,C,2,1,.,4,1,disintegrating
HOR,5,C,2,1,.,4,2,disintegrating
HOR,5,C,2,2,50,4,2,disintegrating
HOR,5,C,2,2,52,4,2,disintegrating
HOR,6,A,1,1,39,4,1,
HOR,6,A,1,1,40,4,1,
HOR,6,A,1,2,.,4,2,
HOR,6,A,1,2,.,4,2,
HOR,6,B,1,1,42,4,1,
HOR,6,B,1,1,43,4,2,One short stamen almost as tall as long stamens
HOR,7,A,3,1,42,4,2,
HOR,7,A,3,1,45,4,2,
HOR,7,A,3,1,51,4,2,
HOR,7,A,3,2,.,4,2,no ethanol
HOR,7,A,3,2,.,4,2,no ethanol
HOR,7,A,3,2,.,4,2,no ethanol
HOR,7,A,3,3,45,4,1,
HOR,7,A,3,3,47,4,2,only counted 1 short stamen at flower collection
HOR,7,A,3,3,47,4,2,
HOR,7,B,3,1,45,4,2,
HOR,7,B,3,1,49,4,2,
HOR,7,B,3,1,54,4,2,
HOR,7,B,3,2,46,4,2,
HOR,7,B,3,2,48,4,1,
HOR,7,B,3,2,48,4,2,
HOR,7,B,3,3,53,4,0,
HOR,7,B,3,3,54,4,0,
HOR,7,B,3,3,62,4,0,
HOR,7,C,3,1,42,4,1,Counted 2 short stamen at flower collection
HOR,7,C,3,1,45,4,2,
HOR,7,C,3,1,49,4,2,
HOR,7,C,3,2,45,4,2,
HOR,7,C,3,2,47,4,2,
HOR,7,C,3,2,47,4,2,
HOR,7,C,3,3,45,4,2,
HOR,7,C,3,3,53,4,2,
HOR,7,C,3,3,54,4,2,
HOR,7,D,3,1,43,4,2,
HOR,7,D,3,1,46,4,2,
HOR,7,D,3,1,49,4,2,
HOR,7,D,3,2,50,4,2,
HOR,7,D,3,2,52,4,2,
HOR,7,D,3,2,56,4,2,
HOR,7,D,3,3,48,4,1,
HOR,7,D,3,3,50,4,1,
HOR,7,D,3,3,53,4,1,
HOR,9,A,1,1,33,4,1,
HOR,9,A,1,1,41,4,2,
HOR,9,A,1,2,27,4,1,
HOR,9,A,1,2,28,4,1,
HOR,9,A,1,3,18,4,0,
HOR,9,A,1,3,19,4,1,
HOR,9,B,1,1,.,4,1,
HOR,9,B,1,2,33,4,1,
HOR,9,B,1,2,37,4,2,
HOR,9,B,1,3,32,4,0,"Nodes 24, 26"
HOR,16,A,3,1,45,4,2,
HOR,16,A,3,1,46,4,0,Previously counted as having 4 long and 1 short stamen
HOR,16,A,3,1,48,4,2,one long stamen w/o anther
HOR,16,A,3,2,50,4,2,
HOR,16,A,3,2,52,4,2,
HOR,16,A,3,2,55,4,2,
HOR,16,A,3,3,27,3,2,Flowers from side stalk
HOR,16,A,3,3,30,4,2,Flowers from side stalk
HOR,16,A,3,3,50,3,2,Flowers from side stalk
HOR,16,B,3,1,48,4,2,
HOR,16,B,3,1,.,4,2,
HOR,16,B,3,1,.,4,2,
HOR,16,B,3,2,48,4,2,
HOR,16,B,3,2,.,4,2,
HOR,16,B,3,2,.,4,2,
HOR,16,B,3,3,50,4,1,
HOR,16,B,3,3,.,4,1,
HOR,16,B,3,3,.,4,1,
HOR,16,C,3,1,46,4,2,
HOR,16,C,3,1,.,3,2,
HOR,16,C,3,1,.,4,2,
HOR,16,C,3,2,47,4,0,
HOR,16,C,3,2,.,4,0,
HOR,16,C,3,2,.,4,1,
HOR,16,D,3,1,42,4,2,
HOR,16,D,3,1,.,4,2,
HOR,16,D,3,1,.,4,2,
HOR,16,D,3,2,56,4,1,
HOR,16,D,3,2,.,4,1,
HOR,16,D,3,2,.,4,1,
MUR,3,C,2,1,46,4,2,disintegrating
MUR,3,C,2,1,49,4,2,disintegrating
MUR,3,C,2,2,44,4,2,disintegrating
MUR,3,C,2,2,51,4,2,disintegrating
MUR,3,C,2,3,34,4,2,disintegrating
MUR,15,A,1,1,28,4,2,
MUR,15,A,1,1,.,4,2,
MUR,15,A,1,2,38,4,2,One of the long stamens as short as the short stamens
MUR,15,A,1,3,17,4,2,disintegrating
MUR,15,A,1,3,17,4,2,disintegrating
MUR,15,B,1,1,43,4,2,One short stamen much shorter than the other
MUR,15,B,1,1,50,4,2,short stamens almost as tall as long stamens
MUR,15,B,1,2,40,4,2,One of the short stamens almost as tall as the long stamens
MUR,15,B,1,2,40,4,2,"Nodes 35, 37, disintegrated"
MUR,15,B,1,3,30,4,2,
MUR,15,B,1,3,30,4,2,
MUR,16,A,1,1,39,4,2,
MUR,16,A,1,1,39,4,2,One short stamen longer than the other
MUR,16,A,1,2,31,4,1,
MUR,16,A,1,2,32,4,1,
MUR,16,A,1,3,30,4,2,
MUR,16,A,1,3,34,4,2,
MUR,16,B,1,1,.,4,2,Two stamens fell during evaluation
MUR,16,B,1,1,.,4,2,Flower completely fell apart
MUR,17,C,2,1,.,4,0,"Nodes 12, 14"
MUR,17,C,2,1,.,4,2,"Nodes 12, 14, stamen fell off"
MUR,17,C,2,2,42,4,2,disintegrating
MUR,17,C,2,2,44,4,2,disintegrating
MUR,17,C,2,3,41,4,1,One of the long stamens at intermediate height
MUR,17,C,2,3,50,4,2,disintegrating
MUR,18,A,1,1,45,4,1,
MUR,18,A,1,1,50,4,2,
MUR,18,A,1,2,29,4,2,
MUR,18,A,1,2,34,4,0,
MUR,18,A,1,3,.,4,2,disintegrating
MUR,18,A,1,3,.,4,2,disintegrating
MUR,18,C,2,1,44,4,1,One of the long stamens as short as the short stamen
MUR,18,C,2,1,50,4,2,One of the long stamens fell off
MUR,18,C,2,2,48,4,2,disintegrating
MUR,18,C,2,2,52,4,2,disintegrating
MUR,18,C,2,3,42,4,0,"Tall, short, tall, short stamen heights (all stamens are ""long"" based on attachment points)"
MUR,18,C,2,3,53,4,1,One of the long stamens as short as the short stamen
MUR,20,A,1,1,41,4,2,
MUR,20,A,1,1,49,4,2,
MUR,20,A,1,2,.,4,1,disintegrating
MUR,20,A,1,2,.,4,2,
MUR,20,A,1,3,.,4,2,disintegrating
MUR,20,B,1,1,43,4,1,
MUR,20,B,1,1,44,4,2,
MUR,20,B,1,2,37,4,1,
MUR,20,B,1,2,38,4,0,"two long, two short in height"
MUR,20,B,1,3,21,4,0,disintegrating
MUR,20,B,1,3,27,4,0,disintegrating
PAL,2,C,2,1,65,4,2,disintegrating
PAL,2,C,2,1,68,4,2,One short stamen as tall as long stamen
PAL,2,C,2,2,56,4,2,disintegrating
PAL,2,C,2,2,60,4,2,disintegrating
PAL,2,C,2,3,38,4,2,disintegrating
PAL,2,C,2,3,41,4,2,disintegrating
PAL,4,C,2,1,49,4,2,disintegrating
PAL,4,C,2,1,53,4,2,disintegrating
PAL,4,C,2,2,38,4,2,two long stamens fused
PAL,4,C,2,2,45,4,0,one long stamen significantly shorter
PAL,4,C,2,3,46,4,2,disintegrating
PAL,6,A,1,1,62,4,2,
PAL,6,A,1,1,65,4,1,
PAL,6,A,1,2,44,4,2,
PAL,6,A,1,2,50,4,1,"1 long, 3 intermediate, 1 short. "
PAL,6,A,1,3,.,4,2,
PAL,6,A,1,3,.,4,2,
PAL,6,B,1,1,62,4,2,
PAL,6,B,1,1,66,4,2,
PAL,6,B,1,2,44,4,2,"nodes 35, 38"
PAL,6,B,1,2,46,4,2,"nodes 35, 38"
PAL,7,B,3,1,52,4,2,
PAL,7,B,3,1,55,4,2,
PAL,7,B,3,1,56,4,2,
PAL,7,B,3,2,.,4,2,no ethanol
PAL,7,B,3,2,.,4,2,no ethanol
PAL,7,B,3,2,.,4,2,no ethanol
PAL,7,B,3,3,.,4,2,no ethanol
PAL,7,B,3,3,.,4,2,no ethanol
PAL,7,B,3,3,.,4,2,no ethanol
PAL,7,C,3,1,24,4,2,
PAL,7,C,3,1,34,4,2,
PAL,7,C,3,1,43,4,2,
PAL,7,C,3,2,53,4,2,
PAL,7,C,3,2,56,4,2,
PAL,7,C,3,2,58,4,2,
PAL,7,C,3,3,42,4,2,
PAL,7,C,3,3,43,4,2,
PAL,7,C,3,3,47,4,2,
PAL,7,D,3,1,56,3,2,
PAL,7,D,3,1,59,4,2,
PAL,7,D,3,1,61,4,2,
PAL,7,D,3,2,52,4,2,
PAL,7,D,3,2,53,4,2,
PAL,7,D,3,2,55,4,2,
PAL,7,D,3,3,.,4,2,no ethanol
PAL,7,D,3,3,.,4,2,no ethanol
PAL,7,D,3,3,.,4,2,no ethanol
PAL,12,C,2,1,44,4,2,disintegrating
PAL,12,C,2,1,48,4,2,disintegrating
PAL,12,C,2,2,36,4,2,disintegrating
PAL,12,C,2,2,36,4,2,disintegrating
PAL,16,A,3,1,48,3,2,
PAL,16,A,3,1,49,3,2,
PAL,16,A,3,1,51,3,2,
PAL,16,A,3,2,50,4,2,
PAL,16,A,3,2,50,4,2,
PAL,16,A,3,2,56,4,2,
PAL,16,A,3,3,39,4,2,
PAL,16,A,3,3,46,4,2,
PAL,16,A,3,3,49,4,2,
PAL,16,B,3,1,3,4,2,
PAL,16,B,3,1,64,4,2,
PAL,16,B,3,1,67,4,2,
PAL,16,B,3,2,54,4,2,
PAL,16,B,3,2,56,4,2,
PAL,16,B,3,2,60,4,2,
PAL,16,C,3,1,46,4,2,
PAL,16,C,3,1,47,3,2,
PAL,16,C,3,1,52,4,2,
PAL,16,C,3,2,50,4,2,
PAL,16,C,3,2,51,4,2,
PAL,16,C,3,2,56,4,2,
PAL,16,C,3,3,49,4,2,
PAL,16,C,3,3,49,4,2,
PAL,16,C,3,3,51,4,2,
PAL,16,D,3,1,47,4,2,
PAL,16,D,3,1,47,4,2,
PAL,16,D,3,1,50,4,2,
PAL,16,D,3,2,42,4,2,
PAL,16,D,3,2,52,4,2,
PAL,16,D,3,2,55,4,2,
PAL,16,D,3,3,48,4,2,
PAL,16,D,3,3,51,4,2,
PAL,16,D,3,3,53,4,2,
PAL,17,A,1,1,54,4,2,
PAL,17,A,1,1,58,4,2,
PAL,17,A,1,2,51,4,2,
PAL,17,A,1,2,52,4,2,
PAL,17,A,1,3,.,4,2,
PAL,17,A,1,3,.,4,2,
PAL,17,B,1,1,51,4,2,
PAL,17,B,1,1,55,4,2,
PAL,17,B,1,2,47,4,2,
PAL,17,B,1,2,48,4,2,
PAL,17,B,1,3,.,4,2,
PAL,17,B,1,3,.,4,2,
PAL,18,A,1,1,47,4,2,Disintegrating
PAL,18,A,1,1,59,4,2,
PAL,18,A,1,2,.,4,2,
PAL,18,A,1,2,.,4,2,
PAL,18,A,1,3,29,4,2,"Nodes 53, 54, 55"
PAL,18,A,1,3,30,4,2,"Nodes 53, 54, 55"
PAL,18,A,1,3,31,4,2,"Nodes 53, 54, 55"
PAL,18,B,1,2,45,4,2,
PAL,18,B,1,2,48,4,2,
PAL,18,B,1,3,23,4,2,disintegrating
PAL,18,B,1,3,23,4,2,disintegrating
PAN,1,C,2,1,53,4,1,disintegrating
PAN,1,C,2,1,54,4,0,One of the long stamens significantly shorter than others
PAN,1,C,2,2,54,4,2,disintegrating
PAN,1,C,2,2,68,2,1,"two long, 1 short; all other floral organs normal"
PAN,1,C,2,3,47,4,2,short stamens almost as tall as long stamens
PAN,1,C,2,3,47,4,2,disintegrating
PAN,2,B,1,1,48,4,2,Short stamens as tall as long stamens
PAN,2,B,1,1,49,4,2,
PAN,2,B,1,2,28,4,2,
PAN,2,B,1,2,.,4,2,
PAN,2,C,2,1,40,4,1,disintegrating
PAN,2,C,2,1,.,4,1,Short stamen as tall as long stamens
PAN,2,C,2,2,45,4,2,disintegrating
PAN,2,C,2,2,49,4,2,disintegrating
PAN,2,C,2,3,41,4,2,disintegrating
PAN,2,C,2,3,43,4,2,disintegrating
PAN,3,A,1,1,48,4,2,Pair of long stamens as short as short stamens
PAN,3,A,1,1,.,4,2,Pair of long stamens as short as short stamens
PAN,3,A,1,2,32,4,2,"Nodes 15, 16, 17"
PAN,3,A,1,2,.,4,2,"Nodes 15, 16, 17"
PAN,3,A,1,3,.,4,2,"Nodes 15, 16, 17"
PAN,3,A,1,3,.,4,2,disintegrating
PAN,3,A,1,3,.,4,2,disintegrating
PAN,3,B,1,1,50,4,2,
PAN,3,B,1,1,50,4,2,
PAN,3,B,1,2,24,4,2,
PAN,3,B,1,2,43,4,1,can't tell positions (too twisted)
PAN,5,C,2,1,48,4,2,one long stamen as short as the short stamens
PAN,5,C,2,1,51,4,2,disintegrating
PAN,5,C,2,2,41,4,2,disintegrating
PAN,5,C,2,2,44,4,2,disintegrating
PAN,5,C,2,3,37,4,2,disintegrating
PAN,5,C,2,3,38,4,2,disintegrating
PAN,8,C,2,1,45,4,2,disintegrating
PAN,8,C,2,1,49,4,1,disintegrating
PAN,8,C,2,2,41,4,2,One short stamen significantly shorter than the other
PAN,8,C,2,2,44,4,2,disintegrating
PAN,8,C,2,3,27,4,2,disintegrating
PAN,8,C,2,3,.,4,2,disintegrating
PAN,9,C,2,1,50,4,1,disintegrating
PAN,9,C,2,1,52,4,2,disintegrating
PAN,9,C,2,2,47,4,2,disintegrating
PAN,9,C,2,2,53,4,2,disintegrating
PAN,9,C,2,3,42,4,2,disintegrating
PAN,9,C,2,3,45,4,2,disintegrating
PIN,2,A,1,1,35,4,2,
PIN,2,A,1,1,36,4,0,
PIN,2,A,1,2,33,4,1,
PIN,2,A,1,2,35,4,1,
PIN,2,A,1,3,25,4,1,disintegrating
PIN,2,C,2,1,48,4,2,stamens fell off
PIN,2,C,2,1,50,4,2,stamens fell off
PIN,2,C,2,2,.,4,1,disintegrating
PIN,2,C,2,2,.,4,1,disintegrating
PIN,2,C,2,3,43,4,0,disintegrating
PIN,2,C,2,3,48,4,1,disintegrating
PIN,3,A,3,1,41,4,2,
PIN,3,A,3,1,45,4,0,
PIN,3,A,3,1,47,4,0,
PIN,3,A,3,2,42,4,0,
PIN,3,A,3,2,44,4,0,
PIN,3,A,3,2,44,4,2,Incorrectly counted as only 1 short stamen previously
PIN,3,A,3,3,41,4,0,
PIN,3,A,3,3,44,4,1,
PIN,3,A,3,3,48,4,0,
PIN,3,B,3,1,42,4,1,
PIN,3,B,3,1,47,4,1,
PIN,3,B,3,1,63,4,0,
PIN,3,B,3,2,.,4,1,no ethanol in tube
PIN,3,B,3,2,.,4,1,no ethanol in tube
PIN,3,B,3,2,.,4,1,no ethanol in tube
PIN,3,B,3,3,38,4,1,
PIN,3,B,3,3,40,4,0,
PIN,3,B,3,3,41,4,1,"immature short stamen, previously counted as 4/2"
PIN,3,C,3,1,40,4,2,
PIN,3,C,3,1,42,4,1,
PIN,3,C,3,1,42,4,2,previously counted as 4/1
PIN,3,C,3,2,45,4,2,
PIN,3,C,3,2,49,4,1,
PIN,3,C,3,2,49,4,2,
PIN,6,A,3,1,42,4,2,"2 plants in pot; with label facing counter, left plant used"
PIN,6,A,3,1,42,4,2,"2 plants in pot; with label facing counter, left plant used"
PIN,6,A,3,1,43,4,2,"2 plants in pot; with label facing counter, left plant used"
PIN,6,A,3,2,45,4,2,"2 plants in pot; with label facing counter, left plant used"
PIN,6,A,3,2,46,4,1,"2 plants in pot; with label facing counter, left plant used"
PIN,6,A,3,2,48,4,0,"2 plants in pot; with label facing counter, left plant used"
PIN,6,A,3,3,33,4,0,"2 plants in pot; with label facing counter, left plant used"
PIN,6,A,3,3,38,4,1,"2 plants in pot; with label facing counter, left plant used"
PIN,6,A,3,3,38,4,1,"2 plants in pot; with label facing counter, left plant used"
PIN,6,B,3,1,46,4,2,
PIN,6,B,3,1,47,4,1,
PIN,6,B,3,1,48,4,2,
PIN,6,B,3,2,.,3,2,no ethanol in tube
PIN,6,B,3,2,.,4,2,no ethanol in tube
PIN,6,B,3,2,.,4,2,no ethanol in tube
PIN,6,B,3,3,40,4,0,
PIN,6,B,3,3,44,4,0,
PIN,6,B,3,3,45,4,1,
PIN,6,C,3,1,.,4,2,no ethanol in tube
PIN,6,C,3,1,.,4,2,no ethanol in tube
PIN,6,C,3,1,.,4,2,no ethanol in tube
PIN,6,C,3,2,43,4,2,
PIN,6,C,3,2,45,4,2,
PIN,6,C,3,2,48,4,2,
PIN,6,C,3,3,39,4,1,previously counted as 4/2
PIN,6,C,3,3,43,4,1,
PIN,6,C,3,3,44,4,0,
PIN,6,D,3,1,46,4,1,
PIN,6,D,3,1,47,4,2,
PIN,6,D,3,1,51,4,2,
PIN,6,D,3,2,30,4,2,
PIN,6,D,3,2,50,4,2,
PIN,6,D,3,2,51,4,2,
PIN,6,D,3,3,21,4,1,flower from side stalk
PIN,6,D,3,3,21,4,1,flower from side stalk
PIN,6,D,3,3,22,4,0,flower from side stalk
PIN,7,A,1,1,46,4,0,
PIN,7,A,1,2,39,4,2,
PIN,7,A,1,2,43,4,2,
PIN,7,B,1,1,46,4,2,
PIN,7,B,1,1,51,4,0,
PIN,7,B,1,2,21,4,1,
PIN,7,B,1,2,27,4,1,
PIN,8,A,1,1,.,4,1,
PIN,8,A,1,1,.,4,2,
PIN,8,A,1,2,43,4,2,
PIN,8,A,1,2,50,4,1,
PIN,8,A,1,3,29,4,1,
PIN,8,A,1,3,31,4,2,
PIN,8,C,2,1,45,4,0,disintegrating
PIN,8,C,2,1,57,4,0,disintegrating
PIN,8,C,2,2,42,4,0,disintegrating
PIN,8,C,2,2,51,4,0,disintegrating
PIN,8,C,2,3,28,4,0,disintegrating
PIN,8,C,2,3,47,4,1,disintegrating
PIN,9,A,1,1,41,4,1,
PIN,9,A,1,1,42,4,0,
PIN,9,A,1,2,33,4,2,
PIN,9,A,1,2,36,4,0,
PIN,9,A,1,3,.,4,2,disintegrating
PIN,9,A,1,3,.,4,2,disintegrating
PIN,9,B,1,1,56,4,0,
PIN,9,B,1,1,58,4,0,One pair of long stamens longer than the other
PIN,9,B,1,2,44,4,2,Disintegrating
PIN,9,B,1,2,45,4,1,
PIN,10,A,1,1,45,4,2,
PIN,10,A,1,1,46,4,2,
PIN,10,A,1,2,43,4,1,
PIN,10,A,1,2,47,4,0,
PIN,10,B,1,1,44,4,2,
PIN,10,B,1,1,49,4,2,
PIN,10,B,1,2,44,4,0,
PIN,10,B,1,2,46,4,0,
PIN,10,B,1,3,25,4,2,One long stamen fell off
PIN,10,B,1,3,.,4,1,Disintegrating
POB,7,A,1,1,.,4,2,
POB,7,A,1,1,.,4,2,
POB,7,A,1,2,41,4,2,One short stamen as tall as the long stamens
POB,7,A,1,2,44,4,2,
POB,7,A,1,2,44,4,2,
POB,7,A,1,2,44,4,2,
POB,7,A,1,3,32,4,2,
POB,7,A,1,3,39,4,2,
POB,7,B,1,1,51,4,2,
POB,7,B,1,1,53,4,2,
POB,7,B,1,2,40,4,2,short stamens almost as tall as long stamens
POB,7,B,1,2,42,4,2,One pair of long stamens as short as the short stamens
POB,7,B,1,3,36,4,2,disintegrating
POB,10,B,1,1,41,4,2,
POB,13,B,1,1,43,4,2,
POB,13,B,1,1,47,4,2,
POB,13,B,1,2,49,4,2,One pair of long stamens as short as the short stamens
POB,13,B,1,2,52,4,2,
POB,13,B,1,3,38,4,2,
POB,13,B,1,3,40,4,2,disintegrating
POB,14,A,1,1,49,4,2,
POB,14,A,1,1,51,4,2,
POB,14,A,1,2,42,4,2,Disintegrating
POB,14,A,1,3,38,4,2,disintegrating
POB,14,A,1,3,42,4,2,disintegrating
POB,14,B,1,1,42,4,2,
POB,14,B,1,1,45,4,2,
POB,14,B,1,2,41,4,2,
POB,14,B,1,2,43,4,2,
POB,14,B,1,3,24,4,2,disintegrating
POB,14,B,1,3,26,4,2,disintegrating
POB,16,A,1,1,44,4,2,
POB,16,A,1,1,50,4,2,
POB,16,A,1,2,34,4,2,disintegrating
POB,16,A,1,2,.,4,2,disintegrating
POB,16,A,1,3,31,4,2,disintegrating
POB,16,A,1,3,39,4,2,disintegrating
POB,16,B,1,1,45,4,2,
POB,16,B,1,1,49,4,2,
POB,16,B,1,2,41,4,2,two long stamens fused
POB,16,B,1,2,45,4,2,
POB,19,B,1,1,.,4,2,
RAB,4,A,3,1,44,4,2,
RAB,4,A,3,1,45,4,1,previously counted as 4/2
RAB,4,A,3,1,48,4,2,
RAB,4,A,3,2,37,4,2,
RAB,4,A,3,2,44,4,2,
RAB,4,A,3,2,48,4,2,
RAB,4,A,3,3,37,4,2,stamen shirveled
RAB,4,A,3,3,.,4,0,
RAB,4,A,3,3,.,4,1,
RAB,4,B,3,1,43,4,0,
RAB,4,B,3,1,46,4,1,previously counted as 4/0
RAB,4,B,3,1,50,4,1,
RAB,4,B,3,2,41,4,2,
RAB,4,B,3,2,41,4,2,
RAB,4,B,3,2,45,4,2,
RAB,4,B,3,3,30,4,2,
RAB,4,B,3,3,32,4,1,
RAB,4,B,3,3,40,4,2,
RAB,4,C,3,1,43,4,0,
RAB,4,C,3,1,43,4,1,
RAB,4,C,3,1,55,4,1,
RAB,4,C,3,2,.,4,2,no ethanol in tube
RAB,4,C,3,2,.,4,2,no ethanol in tube
RAB,4,C,3,2,.,4,2,no ethanol in tube
RAB,4,C,3,3,40,4,1,previously counted as 3/2
RAB,4,C,3,3,40,4,2,
RAB,4,C,3,3,43,3,2,
RAB,4,D,3,1,30,4,2,
RAB,4,D,3,1,34,4,2,
RAB,4,D,3,1,36,4,2,
RAB,4,D,3,2,22,4,2,
RAB,7,A,1,1,44,4,0,"nodes 14, 16"
RAB,7,A,1,1,50,4,0,"nodes 14, 16"
RAB,7,A,1,2,39,4,2,
RAB,7,A,1,3,.,4,1,
RAB,7,A,1,3,.,4,1,
RAB,7,B,1,1,54,4,2,
RAB,7,B,1,1,61,4,2,
RAB,7,B,1,2,49,4,0,
RAB,7,B,1,2,54,4,0,
RAB,7,B,1,3,41,4,2,
RAB,7,B,1,3,46,4,2,
RAB,14,C,2,1,42,4,0,One long stamen fell off
RAB,14,C,2,1,49,4,0,disintegrating
RAB,14,C,2,2,43,4,0,disintegrating
RAB,14,C,2,2,51,4,0,disintegrating
RAB,17,A,1,1,33,4,0,
RAB,17,A,1,1,35,4,1,
RAB,17,A,1,2,.,4,0,
RAB,17,A,1,2,.,4,2,
RAB,17,B,1,1,44,4,2,
RAB,17,B,1,1,47,4,2,
RAB,17,B,1,2,40,4,1,
RAB,17,B,1,2,41,4,1,
RAB,17,B,1,3,.,4,2,
RAB,18,C,2,1,.,4,0,disintegrating
RAB,18,C,2,1,.,4,0,disintegrating
RAB,18,C,2,2,46,4,1,"Nodes 27, 29"
RAB,18,C,2,2,49,4,0,"Nodes 27, 29"
RAB,19,A,1,1,50,4,2,
RAB,19,A,1,1,52,4,1,
RAB,19,A,1,2,38,4,2,
RAB,19,A,1,2,48,4,0,
RAB,19,A,1,3,18,4,1,
RAB,19,B,1,1,40,4,0,"nodes 5, 7"
RAB,19,B,1,1,42,4,1,"nodes 5, 7"
RAB,19,B,1,2,55,4,1,
RAB,19,B,1,2,56,4,0,
RAB,20,A,1,1,43,4,2,
RAB,20,A,1,1,45,4,2,
RAB,20,A,1,2,38,4,2,
RAB,20,A,1,2,46,4,2,
RAB,20,A,1,3,30,4,1,
RAB,20,B,1,1,47,4,2,
RAB,20,B,1,1,52,4,2,Not as dimorphic between longs and shorts
RAB,20,B,1,2,41,4,2,One pair of long stamens as short as the short stamens
RAB,20,B,1,2,41,4,2,One long stamen as short as short stamens
RAB,20,B,1,3,19,4,2,Two long stamens fell after counting
RAB,20,B,1,3,24,4,0,
RAB ,9,A,3,1,40,4,2,
RAB ,9,A,3,1,47,4,1,
RAB ,9,A,3,1,47,4,2,
RAB ,9,A,3,2,.,4,1,no ethanol in tube
RAB ,9,A,3,2,.,4,1,no ethanol in tube
RAB ,9,A,3,2,.,4,2,no ethanol in tube
RAB ,9,A,3,3,26,4,0,
RAB ,9,A,3,3,31,4,1,
RAB ,9,A,3,3,33,4,2,
RAB ,9,B,3,1,40,4,0,
RAB ,9,B,3,1,43,3,0,
RAB ,9,B,3,1,45,4,0,
RAB ,9,B,3,2,37,4,2,
RAB ,9,B,3,2,41,4,2,
RAB ,9,B,3,2,45,4,2,
RAB ,9,B,3,3,32,4,1,
RAB ,9,C,3,1,37,4,0,
RAB ,9,C,3,1,40,4,1,
RAB ,9,C,3,1,45,4,1,
RAB ,9,C,3,2,36,4,2,
RAB ,9,C,3,2,41,4,2,
RAB ,9,C,3,2,45,4,2,
RAB ,9,C,3,3,32,4,0,
RAB ,9,C,3,3,33,4,1,
RAB ,9,D,3,1,42,4,0,
RAB ,9,D,3,1,43,4,0,
RAB ,9,D,3,1,44,4,0,
RAB ,9,D,3,2,42,4,1,Flowers collected were not 10 flowers from tube 2
RAB ,9,D,3,2,42,4,2,Flowers collected were not 10 flowers from tube 2
RAB ,9,D,3,2,44,4,0,"Flowers collected were not 10 flowers from tube 2, previously counted as 4/1"
RAB ,9,D,3,3,45,4,2,
RAB ,9,D,3,3,47,4,2,
RAB ,9,D,3,3,49,4,2,
SAL,1,C,2,1,57,4,1,disintegrating
SAL,1,C,2,2,47,4,0,disintegrating
SAL,1,C,2,2,51,4,0,disintegrating
SAL,1,C,2,3,41,4,0,disintegrating
SAL,1,C,2,3,53,4,0,Disintegrating
SAL,2,C,2,1,.,4,1,disintegrating
SAL,2,C,2,1,.,4,1,disintegrating
SAL,2,C,2,2,53,4,2,disintegrating
SAL,2,C,2,2,58,4,2,disintegrating
SAL,2,C,2,3,51,4,0,disintegrating
SAL,2,C,2,3,53,4,0,disintegrating
SAL,5,A,1,1,30,4,2,
SAL,5,A,1,1,38,4,0,
SAL,5,A,1,2,34,4,2,
SAL,5,A,1,2,41,4,2,Disintegrating
SAL,5,C,2,1,44,4,1,disintegrating
SAL,5,C,2,1,44,4,2,disintegrating
SAL,5,C,2,1,49,4,2,disintegrating
SAL,5,C,2,1,49,4,1,disintegrating
SAL,5,C,2,2,47,4,1,disintegrating
SAL,5,C,2,2,54,4,0,disintegrating
SAL,5,C,2,3,43,4,0,disintegrating
SAL,5,C,2,3,44,4,0,disintegrating
SAL,6,A,1,1,39,4,2,
SAL,6,A,1,1,45,4,1,
SAL,6,B,1,1,46,4,1,
SAL,6,B,1,1,51,4,1,
SAL,7,A,1,1,41,4,1,
SAL,7,A,1,1,49,4,1,
SAL,7,A,1,2,16,4,1,
SAL,7,A,1,2,28,4,0,
SAL,7,A,1,3,18,4,0,Counted both most developed flowers (2 others not as developed)
SAL,7,A,1,3,28,4,1,Counted both most developed flowers (2 others not as developed)
SAL,7,B,1,1,48,4,1,
SAL,7,B,1,1,49,4,0,
SAL,7,B,1,2,39,4,1,Short stamen almost as long as long stamens
SAL,7,B,1,2,44,4,0,
SAL,9,A,1,1,46,4,2,
SAL,9,A,1,1,51,4,2,
SAL,9,A,1,2,43,4,1,
SAL,9,B,1,1,30,4,0,
SAL,9,B,1,1,34,4,2,
SAL,9,B,1,2,21,4,2,
SAL,9,B,1,2,31,4,1,
SAL,9,B,1,3,.,4,1,"Exactly node 25, node 24 broken"
VDM,8,A,1,1,57,4,2,
VDM,8,A,1,1,58,4,1,Disintegrated during counts
VDM,8,A,1,2,50,4,2,
VDM,8,A,1,2,52,4,2,
VDM,8,A,1,3,38,4,2,disintegrating
VDM,8,A,1,3,59,4,2,disintegrating
